author,comment,likes,published_at,updated_at
@IskadarIskadar-y4o,"Lupanama ,bukanitu di kepala sya,simpan seluruh tasbih dan alquran",0,2026-01-24T13:16:15Z,2026-01-24T13:16:15Z
@globein1540,Seketika smua merasa tahu bjorkan😅😅😅😅😅,0,2026-01-23T22:02:28Z,2026-01-23T22:02:28Z
@semutjantan5706,Udah ga gondrong bang,0,2026-01-22T23:35:13Z,2026-01-22T23:35:13Z
@fadlymooh7081,"ketika gw denger pertama kali gw reflect bilang ""mana ada"", tapi setelah dipikir pikir iya juga ya...",1,2026-01-20T01:44:42Z,2026-01-20T01:44:42Z
@dandyardika3909,"junkyyy, keliatan  bgt aura pemakai sabu hahha",0,2026-01-13T12:02:08Z,2026-01-13T12:02:08Z
@adinata_wjy,"Dari pada uangnya di update utk keamanan, lebih baik masuk kantong. Mungkin itu yg di otak/pikiran pemerintah! 💩",0,2026-01-11T08:05:21Z,2026-01-11T08:05:21Z
@NurisFirdaus-fv7lj,Faktanya banyak orang yg tidak tau kalo bjorka itu orang dalam pejabat korup🤫,1,2026-01-04T19:39:05Z,2026-01-04T19:39:05Z
@penikmatpekat5401,11:28  iya bener ketahuan saat mau beli mobil sport pake kartu kredit orang luar ....gua di ceritain sama salah satu nya dari kalimantan....emang keren kebetulan mereka sama sama di jogja kuliah,0,2026-01-02T20:10:29Z,2026-01-02T20:10:29Z
@nebulaharis,Bahas uang palsu yang ditemuin di ATM,0,2025-12-27T18:49:50Z,2025-12-27T18:49:50Z
@anggakurniaputera9571,Om mau tanya gmna cara hubungi White Hack Om. soalnya papa saya kena tipu om 🙏,0,2025-12-27T03:20:47Z,2025-12-27T03:20:47Z
@ImamSb-b9s,Tuan takur jago nangkep maling ayan😂😂😂,0,2025-12-24T21:54:50Z,2025-12-24T21:54:50Z
@PutarIQ,cek di Dark Web.. kak banyak aktor disana,0,2025-12-24T15:48:38Z,2025-12-24T15:48:38Z
@c_arkan222,"Pak Dedy, undang dr Tifa dunk",0,2025-12-23T04:29:09Z,2025-12-23T04:29:09Z
@boynanda7935,"coba bintang tamunya aja yg nyari bjorka dh, gausa aiueo",0,2025-12-20T20:56:01Z,2025-12-20T20:56:01Z
@doves25onblankcanvas,"54:51 WA GB dan sejenisnya, gua pernah make bbrp jenis😂

Terakhir make 2021.

Emang bener, kalo orang lain delete message atau delete story itu di kita bisa tetep keliatan tapi ada tandanya udh dihapus, ada settingannya di app nya😂

Goks wa gb 😂 flashback gwe😂",0,2025-12-20T09:03:01Z,2025-12-20T09:03:01Z
@tangkas182,ketawa di menit 37:27 - 37:33,0,2025-12-18T02:48:53Z,2025-12-18T02:48:53Z
@friskamelvamarintan2392,"Kasus Bjorka karena kasus Dewi Vatikan, tuh  ?",0,2025-12-17T23:35:58Z,2025-12-17T23:35:58Z
@friskamelvamarintan2392,Seorang polisi menangkap penjahat lalu diperlakukan dengan kejam. Setelah diinterogasi lalu otaknya diambil untuk dijadikan akal menangkap penjahat.,0,2025-12-17T23:31:36Z,2025-12-17T23:31:36Z
@friskamelvamarintan2392,"Sampai sekarang aku masih bingung, siapa nama dokter perempuan di RS. Royal prima yang judes itu  ?",0,2025-12-17T23:25:57Z,2025-12-17T23:25:57Z
@friskamelvamarintan2392,"Anak punk, apaan sih   ?",0,2025-12-17T09:39:47Z,2025-12-17T09:39:47Z
@friskamelvamarintan2392,Gimana masuk surga jika disangkain naksir...,0,2025-12-17T08:35:51Z,2025-12-17T08:35:51Z
@friskamelvamarintan2392,Bjorka  ? Saya  ?,0,2025-12-17T08:31:04Z,2025-12-17T08:31:04Z
@atongarkomuddin7322,"29:28 Namanya waktu itu Ngotot ingin 2 Priode dan Sampai Menghalalkan Segala Cara Masa Harus Dibongkar  Sama anak Sumatra😂
Kan Malu geng Mulyono",0,2025-12-16T18:42:13Z,2025-12-16T18:43:16Z
@suryagunadi9661,"Maaf izin bertanya om ded.
Untuk Skema iklan Scam (LEGAL) Pulsa Pada Tahun 2000 ann dulu yang Yang Om IKUT terkait dengan Skema itu , apakah om sudah tahu tujuan nya om terkait MENJALANKAN iklan rersebut? 
Yaitu : Ketik RAMAL spasi Nama Anda Kirim ke 9090",0,2025-12-12T13:16:43Z,2025-12-12T13:17:06Z
@cupu-gaming94,Jadi KOMINFO masuk ini,0,2025-12-12T07:54:46Z,2025-12-12T07:54:46Z
@mchfatur6310,Bjorka di luar negri tertawa melihat ini😂😂😂😂,0,2025-12-11T08:08:52Z,2025-12-11T08:08:52Z
@EEchoviaAimusic,hacker tolong dong bobol ATM para pejabat biar rakyat tau darimana dia dapat pendapatan.,0,2025-12-11T05:06:11Z,2025-12-11T05:06:11Z
@bugie.aryatmoaryatmo3163,"Kalo negeri ini masih banyak pencoleng dan tikusnya biarkan aja Bjorka hidup dan ngga terungkap, sebagai kontrol sosial, siap siap aja tikus pengerat uang rakyat itu terungkap",0,2025-12-10T16:34:41Z,2025-12-10T16:34:41Z
@JMFtube-08,Bner bg... Polisi tau apa...,0,2025-12-05T15:14:58Z,2025-12-05T15:14:58Z
@wongngapakdeovisialtv,Heacker ko mau diwawancarai si kan kasihan heacker lainnya😂,0,2025-12-03T15:26:20Z,2025-12-03T15:26:20Z
@erwinlambokmarihot-o3i,"Polisi India cuma nangkap Shabu untuk dijual dan dipakai lagi, mana bisa nangkap tuannTakur",0,2025-12-01T06:50:24Z,2025-12-01T06:50:24Z
@Rijal-n3w1v,Bjorka udah dipihak purbaya 😅,0,2025-11-29T19:00:23Z,2025-11-29T19:00:23Z
@Mamaeca_2024,"Awal video g lgsg d tampilin orangnya... denger suara, kyak tau suara orang ini. Eeeeeeee d menit ke 2, lah.... kan orang ini barusan ku tonton ttng video thn lalu. Pantes aja sama. Gaya bicara jg sama... oalah... mas teguh.... mas teguh.... 😂",0,2025-11-29T10:29:35Z,2025-11-29T10:29:35Z
@Rseeno1,admin pekalongan cheater😂,0,2025-11-29T02:29:51Z,2025-11-29T02:29:51Z
@aibnegaraindonesia,Gua heran kok ada orang tua yang mau anaknya untuk jadi polisi,0,2025-11-26T17:40:44Z,2025-11-26T17:40:44Z
@leonleonardo6361,Hallo,1,2025-11-25T17:10:15Z,2025-11-25T17:10:15Z
@masater-d5d,kocak bang🤣,0,2025-11-23T10:58:35Z,2025-11-23T10:58:35Z
@terang05,Well. Unics 🙂,0,2025-11-22T01:42:47Z,2025-11-22T01:42:47Z
@ReyshakaAtharrasya,"Ga ngaku d pukuli, ya mau gimana gesz ga ada pilihan wkwk😂, ladusing mah bebas",0,2025-11-21T17:24:35Z,2025-11-21T17:24:35Z
@RayanFatir,"Gua yakin klo ada hacker dri luar negri tinggal di indo gak akan ke tangkep 😂😂😂😂 krna polisinya sangat beda jauh dngan polisi luar

Dan buat kalian para hacker hati2 di podcast om ded krna ini bagian dri strategi aparat juga untk menggali informasi, siapa tau keceplosan tentang si bjorka",0,2025-11-21T06:06:55Z,2025-11-21T06:19:47Z
@JENKINSSTORE,"ENAKAN NONTON BEJO RKA BERAKSI , NIKMATIN AJA TONTONAN🤤",0,2025-11-20T23:07:44Z,2025-11-20T23:07:44Z
@sulvisilvaba214,"Hacker adalah pengamat teknologi selaku penikmat teknologi dan penipu yg handal. 
Tujuannya macem2, celahnya macem2 dan dalan dunia hacker juga kode etiknya 😂",0,2025-11-20T20:45:13Z,2025-11-20T20:45:13Z
@pancawarna.dwi.p,#<eror>,0,2025-11-15T14:31:40Z,2025-11-15T14:31:40Z
@RamdanReptileShop,wkwk suaranya teguh,0,2025-11-11T20:49:58Z,2025-11-11T20:49:58Z
@anakos17,"Bisa tolong bantu kasus penipuan sekarang tidak pak, saya habis rugi hampir 3* juta karena khilaf, sudah ke OJK tapi tidak ada jalan, belum ke bank rekening yang saya transfer 

Bank2nya 
BRI_001901136860501_Susanto
BRI_0019 0113 6352 508_ERMA NINGSIH
BNI_ 1983016301_Teddy Abdurahman
Aladin syariah_Rikal Mahmud
Aladin syariah_ Kiki Sandra _ 50061988577
Mohon bantuannya kalau memang qodar uang saya tidak bisa dikembalikan, mohon bantu agar tidak ada korban lagi 🙏🙏 terima kasih bang",1,2025-11-11T15:55:13Z,2025-11-11T15:55:13Z
@AndraLabibah,"Klo masyarakat sipil seperti diriku ini, minta bantuan bang hacker ini, bayar berapa ya ?😅",0,2025-11-10T02:15:13Z,2025-11-10T02:15:13Z
@djarsukproduction6384,59:00 definisi menelan data mentah tanpa melalui penyelidikan ( main asal tangkep aja ),0,2025-11-10T01:26:43Z,2025-11-10T01:26:43Z
@djarsukproduction6384,"Gw yang kehilangan akun aja, gw laporin ke satsiber baju coklat cuma dikasih edukasi anj emg",0,2025-11-10T01:13:41Z,2025-11-10T01:13:59Z
@septawiliansyah1426,"Salfok sama tangan om ded yg keker banget, pasti abis dipump tuh tangan😊",0,2025-11-08T23:55:59Z,2025-11-08T23:55:59Z
@Van-Tren,Indo g butuh hacker / org Pinter butuh nya org bodoh yg bisa di kibulin terus😂,0,2025-11-08T07:40:40Z,2025-11-08T07:40:40Z
@M1qツ,Hidup di indo tu nothing to lose,0,2025-11-06T17:27:26Z,2025-11-06T17:27:26Z
@iyan7158,"WA yg udah keapus history chat nya emang masih bisa utuh log nya om,, bahkan masih bisa dibaca di kita 😅😅",0,2025-11-06T16:20:02Z,2025-11-06T16:20:02Z
@ifarohma6307,Bjorka nonton podcast ini tertawa di pojokan sambil ngopi camilan gorengan... 😂😂,0,2025-11-06T05:52:49Z,2025-11-06T05:52:49Z
@wismaginanjar8534,"Kasus besar yg pernah terjadi penangkapan di kota bandung 
Tepat nya di 
Perumahan setraduta penangkapan penipuan terbesar di kota bandung",0,2025-11-06T05:39:26Z,2025-11-06T05:39:26Z
@Booom1444-_-,Om saya ikut bugbounty hack Tesla dapat 20.000usd di Bugcrowd,0,2025-11-06T03:55:31Z,2025-11-06T03:55:31Z
@tarihoran19,"15:22 Indonesia bukan gak mw rekrut mereka bg, tapi Indonesia menghargai ilmunya dibawah gaji HRD. Ditambah jaminan kerja utk dia dn kelurganya gk terjamin",0,2025-11-06T00:55:53Z,2025-11-06T00:55:53Z
@ademarlintonz1007,"Negara ini isinya Polisi otak2 Jadul,, Pemerintah Old mind..karena yg dipikir hanya Politik Praktis..isinya hny rebutan kekuasaan..soal teknologi, IT terlalu kejauhan",0,2025-11-05T21:06:40Z,2025-11-05T21:06:40Z
@ademarlintonz1007,Cyber Polri belum kelas nya Nangkep Byorka... Saat berita itu dia pasti tertawa terbahak bahak..😅😅,0,2025-11-05T21:03:45Z,2025-11-05T21:04:32Z
@KMSMPIT_DARURROHMAT,Plot twist nya bjorka adalah polisi siber juga + admin fufu fafa + keluarga pa jokowi + didikan strategi prabowo + penjaga warnet:v,1,2025-11-05T19:47:41Z,2025-11-05T19:47:41Z
@UbanMerakyat,"Jujur ini tamu yg d undang yg yg ngundang biar sehat terus..
Mantaap banget..",1,2025-11-05T07:08:19Z,2025-11-05T07:08:19Z
@mafiamigascita-citaku2310,pitak,0,2025-11-03T16:55:51Z,2025-11-03T16:55:51Z
@shart.project,"Yg setuju tolong like🙏, om ded undang bang teguh aprianto lagi.. bahas sistem hacking (maaf kalau salah sebut) yg di punya pak Purbaya😊.. dan adanya pak Purbaya apakah bang teguh bakalan tertarik buat Gambung di pemerintahan🙏🙏
Terus tanyain ke",0,2025-11-03T16:38:13Z,2025-11-03T16:38:13Z
@garanganmayak86,"OM TOLONG UNDANG MAS BOTOK DAN MAS TEGUH DARI PATI TENTANG PEMAKZULAN TANGGAL 31 OKTOBER. SIAPA TAU DENGAN DI UNDANGNYA MEREKA, KEBUSUKAN PEJABAT BISA TERBONGKAR😢",0,2025-11-03T13:29:41Z,2025-11-03T13:29:41Z
@yogasugama1016,Presiden Republik Indonesia Bapak Jenderal Prabowo Subianto harus memanggil Hecker2 Indonesia guna memperkuat pertahanan system Cyber Indonesia dan tidak ada kebocoran data ke luar negeri,0,2025-11-03T09:13:00Z,2025-11-03T09:13:00Z
@Arik-e6h5x,bjorka elu baru di akui hebat kalo bisa membuka semua pejabat indo yang korup..dan elu tayangin di tv nasional yang elu hack,0,2025-11-03T02:53:05Z,2025-11-03T02:53:05Z
@TUHANbukanorangARAB,"Bjorka itu agen Polandia dilindungi  oleh NATO untuk obrak abrik Indonesia yang dekat dengan Tiongkok dan Rusia. 
LU AJA YANG TO LOL ATAU BELAGAK PILON.",0,2025-11-02T10:48:54Z,2025-11-02T10:48:54Z
@SlametAja-x7x,"17:52_bikin 😂😂😂
27:04 - 30.00_spiritualitas ala orang IT.👍
33:04_😮 pantesan anak ku gak prnh ada libur gawenya pdhl dia masih semester 6 jur. Jaringan Internet di UT di Medan.",0,2025-11-02T08:45:03Z,2025-11-02T09:19:10Z
@Avi-Jaeni,"Ya Krn polisi udh gda IQ nya
Di otaknya cuma duittt aja",0,2025-11-01T16:21:47Z,2025-11-01T16:21:47Z
@Nobie_1987,Mlah  nangkap anak pank😂😂,0,2025-10-31T19:35:38Z,2025-10-31T19:35:38Z
@fitrianboto4164,Mas teguh,0,2025-10-31T16:22:11Z,2025-10-31T16:22:11Z
@kangruli7197,"Terkait dengan yang di sampaikan Mas Teguh ke Mas Dedi , berarti Polisi kualitas BOSOK ya? Bukan sekali - sepuluh kali salah tangkap dan over pede, tapi ratusan kali bahkan mungkin ribuan kali ya kan?",0,2025-10-31T14:35:55Z,2025-10-31T14:35:55Z
@rito-x,"Hacker mau putih mau hitam, ga keren itu. Mending orang2 pintar kaya abang ini bangun hardware. Biar dampak ekonominya lebih luas. Sebelum semi semikonduktor, coba buat mobo aja dulu, atau sebelum mobo, bikin ram aja dulu, atau sebelum bikin ram, dst.",0,2025-10-31T14:29:48Z,2025-10-31T14:29:48Z
@NdivaNz,"Saya kecewa dengan komdigi kecewa sebesar-besarnya, laporan tentang perjudian tidak ada yang di tanggapi saya udah sertakan link website dan screenshot untuk memvalidasi, konten live perjudian link dan screenshot nya juga masih nihil, gak ada yang bener bener di proses",0,2025-10-30T16:14:39Z,2025-10-30T16:14:39Z
@rachmad_jailani9915,"Perhatikan dan dengarkan dengan teliti di menit 33:15
🗣🗣🗣🗣",1,2025-10-29T19:00:57Z,2025-10-29T19:00:57Z
@bahasajepang-m4h,Ingin kelihatan cerdas malah kelihatan bodonya itulh pemerintah kita karna semua pemerintahan kita di isi org gak bermutu,1,2025-10-29T16:06:20Z,2025-10-29T16:06:20Z
@hariadialdhobleh2687,nangkep maling motor aja ga becus sok sokan mau nangkep bjorka ngimpi?,3,2025-10-29T11:42:43Z,2025-10-29T11:42:43Z
@atmojosamsung8193,"Idun Ngisrael .. semuanya bisa di hack, masalah kekeringan, perbankan, crypto pokoke sing digital"" mudah buat ngerjainnya...😂😂",1,2025-10-29T04:36:48Z,2025-10-29T04:36:48Z
@ryan_wihadz,lebih better siap bang,2,2025-10-28T20:30:33Z,2025-10-28T20:30:33Z
@SatuBait,Aku curiga bang teguh ini yg bikin cheat pekalongan..😂,1,2025-10-28T14:02:10Z,2025-10-28T14:02:10Z
@bois1973,"jadi inget film hacker yg bilang ""no system is safe"" yak emg begitulah mau gimana pun juga tetep aja ga aman.

twitter mod dulu jaman blackberry banyak, bisa auto rt kayak twittanic , rtwit dll",2,2025-10-28T08:33:57Z,2025-10-28T08:38:20Z
@AudreySophie-e2w,"Betul, yg di tangkap Bukan hackers, nangkap orang yg salah. Hanya anak yatimpiatu",1,2025-10-28T00:52:12Z,2025-10-28T00:52:12Z
@imamsyahroni-v7y,Gue yakin bjorka ngakak ketika liat postingan yang katanya dirinya udah ketangkep😂😂😂,1,2025-10-27T18:23:21Z,2025-10-27T18:23:21Z
@HeriEfendi-u1s,Bjorka.... Tolong pak PURBAYA dong.... Biar rakyat makmur semua... 🙏🏿🙏🏿🙏🏿🙏🏿,6,2025-10-27T15:39:01Z,2025-10-27T15:39:01Z
@papa_peppy,Nangkep judol aja gabisa sok sok an nangkep bjorka,1,2025-10-27T15:07:43Z,2025-10-27T15:07:43Z
@syahabuddienaddient6635,Ahli REKAYASA DAN PRODUKSI HOAKS ADALAH INSTITUSI POLRI...Kaki tangan REZIM NJOKOWI... MODUS TSB ADALAH CARA UTK MERAIH JENJANG KARIER....PAMER PRESTASI...DAN UAPAYA MENUTUP AIB POLRI..DAN JUNJUNGANNYA...,1,2025-10-27T14:16:57Z,2025-10-27T14:16:57Z
@ukhibjr3035,"Tolong saya siapapun hecker atau yang punya kenalan hacker tolong bantu saya saya diancam san harus bayar uang teruss, tolongggggg😭😭😭🙏🙏🙏🙏",0,2025-10-27T09:38:04Z,2025-10-27T09:38:04Z
@ukhibjr3035,"Tolong aku siapapun itu 😭🙏🙏🙏, Ada yang tau ig nya mas hacker itu nggak bangg🙏🙏🙏, uang saya lagi di peras sama orang lain dan diancem bangg tolong bantu aku siapapun itu tolongg😭🙏🙏🙏",0,2025-10-27T08:30:33Z,2025-10-27T08:30:33Z
@blackshoot-s5f,Menurut saya bjorka ini org dalam yg sengaja oleh oknum pejabat di setting sedemikian rupa untuk kepentingan politik,0,2025-10-27T03:10:46Z,2025-10-27T03:10:46Z
@SolihiniingIing,"Hacker itu orang seni it
Pemerintah harus rangkul 
Banyak putera & puteri terbaik Indonesia.",0,2025-10-26T17:09:45Z,2025-10-26T17:09:45Z
@Anubisix66,"Pas pembahasan deface, gw jadi inget dulu mampangin nama gede gede di web yg gw deface😂 malu banget kalo inget itu😂😂 hacked by 😂😂",0,2025-10-26T16:36:50Z,2025-10-26T16:36:50Z
@bradherkentung4427,🤣🤣😁polisi LUCU🤡,0,2025-10-26T06:15:20Z,2025-10-26T06:17:04Z
@WMyArt1,"Ini gue demen sama podcast ini.... Cadazz...

Hebat ya anak autis bisa dididik jd hacker hebat❤",0,2025-10-25T21:14:54Z,2025-10-25T21:14:54Z
@miftahudinudin2816,Usul om ded judol itu sama Kya korupsi....uang bnyak lari triliunan ke kambojo,0,2025-10-25T16:06:13Z,2025-10-25T16:06:13Z
@SumiAsih-x7l,Hacker harus mengungkap kpruptor di indonesia,0,2025-10-25T12:32:21Z,2025-10-25T12:32:21Z
@PrahamatPane,Dari konten ini kesimpulannya adalah kecil kepercayaan masyarakat banyak kepada lembaga polri karena sering kebobolan hecker,0,2025-10-25T11:12:49Z,2025-10-25T11:12:49Z
@Purwadiyanto-f5q,Mata mata sedang cari tau berkedok podcast 😅😅,0,2025-10-25T00:03:53Z,2025-10-25T00:03:53Z
@BangBotakGG,Kapolri tuh ganti  makin bego aja nih instansi,0,2025-10-23T15:42:56Z,2025-10-23T15:42:56Z
@sqofficial5317,"Bjorka memang keren tapi kalian kyaknya ndak nyimak postcast nya, kalau postcast ini membahas BJORKA MENJUAL DATA-DATA KALIAN. 😅",0,2025-10-23T06:53:28Z,2025-10-23T06:53:28Z
@signature76,"Masih terngiang-ngiang diingatan bapak bapak megang layar pas peluncuran sesuatu, cursornya kena senggol. Jadi ketahuan kalau screenrecord😅.",0,2025-10-23T05:33:27Z,2025-10-23T05:33:27Z
@Yoga_Pande,"tertawa terbahak""' gua ketika polisi bilang sudah nangkap Bjorka 😂😂😂 , nangkap bandar judol aja gak bisa""'  , ini malah bilang sudah nangkap Bjorka 😂😂😂 , besok.a malah Bjorka membocorkan data""' Polri semua.a 

menurut gua mending Polisi nangkap Bandar Judol dlu dah daripada nangkap Bjorka 😂",0,2025-10-23T02:23:35Z,2025-10-23T02:23:35Z
@ullsheup,46:00 Fufufafa??😮😂,0,2025-10-22T17:07:50Z,2025-10-22T17:07:50Z
@henx27,No system is safe.,0,2025-10-22T06:49:47Z,2025-10-22T06:49:47Z
@tuyulgondrong-jc8mz,18:44 komunitas mendukung karna munkin masyakat muak dengan pemerintah,0,2025-10-21T17:49:22Z,2025-10-21T17:49:22Z
@lukashey8143,Dari suara aja Tahu ini siapa😂😂😂,0,2025-10-21T16:39:28Z,2025-10-21T16:39:28Z
@lukashey8143,Bukan “tau” bg tapi “tahu”,0,2025-10-21T16:38:05Z,2025-10-21T16:38:05Z
@bjorka-h4s,Hehehe😊,0,2025-10-21T14:51:48Z,2025-10-21T14:51:48Z
@windukusuma-ox4jh,yang buat driver linux tu hacker,0,2025-10-21T08:13:46Z,2025-10-21T08:13:46Z
@ztechmind,"Namanya ingin naik jabatan, dan perlu klen tau.. misal nih ya ada kasus pembunuhan ribuan tahun yang lalu, kemudian kebetulan ada orang liar yg tertangkap dengan kasus pembunuhan tu orang bakal di siksa paksa buat akui kasus ratusan puluh ribu tahun yang lalu, buat naik jabatan hina kn",0,2025-10-21T04:39:44Z,2025-10-21T04:39:44Z
@MasYasser-29-AYB,"gue yakin dan 100% sangat yakin, yang ditangkap polisi dari polda metro jaya, bukan hacker bjorka asli, polisi (polri) salah tangkap. maaf, emang gak danta kerja nya, kerjaan nya mereka. itulah mereka, parcok dan wercok. 🤣🤣. 👎🏻, 🤮, 😜😝😝, 😂🤣🤣. 🙏🏻",0,2025-10-21T04:17:41Z,2025-10-21T04:17:41Z
@rickschanel2424,"Mohon maaf nih, 
Gw pribadi yakin banget hanya 10-20% dari seluruh polisi di Indonesia yg bisa pakai komputer (sebatas Office only), untuk ke arah system/hack hanya 0,002% aja, itu pun masih leveling midle.",1,2025-10-20T14:24:47Z,2025-10-20T14:24:47Z
@adipati7113,"kan endul yang penting ciri"" mirip"" dikitlah, susah"" amat nyari byorke udah ada tumbal tinggal terima amplop selesai. canggih 👏👏😂😂
Buaya dikadalin. Tampang sangar iq dibawah rata"" masuk pk ekohh..",2,2025-10-20T13:04:15Z,2025-10-20T13:04:15Z
@nofyanbudiyanto6878,"SEMAKIN KTAHUAN GK KRJA NYA SI COKLAT,  MALU""IN  DI BAYAR RAKYATT GK BISA KRJA CUIH",1,2025-10-20T12:02:55Z,2025-10-20T12:02:55Z
@kasturiyunani,"Dlm film. Perang hecket, mengatakan ""TDK ADA SYSTEM YG AMAN""",1,2025-10-20T07:15:59Z,2025-10-20T07:15:59Z
@o.a.m7954,"Saya dukung para hacker d negeri ini, untuk membongkar habis kasus korupsi dan mafia2 d negeri ini",1,2025-10-20T06:00:32Z,2025-10-20T06:00:32Z
@ujangBentar-k3m,Hai BJORKA :) asl please,1,2025-10-19T23:29:33Z,2025-10-19T23:29:33Z
@mbahdunan1563,"Banyak bgt org kena tipu transaksi simulasi yg spt real di dunia saham,trading,pasar bayangan. Mirip seolah2 perusahaan real,si tertipu dpt bonus seolah beneran kerja. Ratusan jt pd kena. 

Nah begitu2 kerjaan hacker miring.. bikin gituan codingan. Jago2.


Mana bs nangkep polisi... Kacau dah",1,2025-10-19T22:47:35Z,2025-10-19T22:47:35Z
@denilsonmagno3328,Polis* bikin malu aja 😂😂😂😂,1,2025-10-19T15:24:31Z,2025-10-19T15:24:31Z
@egihormatsihombing7025,"kren banget podcastnya,semuanya pertanyaan gw selama ini terjawab disini",3,2025-10-19T13:01:07Z,2025-10-19T13:01:07Z
@AljenaryFamily,"2 hari kemaren saya lihat podcast ini, baru tadi siang saya dapat invite grub telegram 😂 penipuan dengan kedok ""menyelesaikan misi dapat komisi"" Wkwkwkwk",1,2025-10-19T11:33:06Z,2025-10-19T11:33:06Z
@ahmadsyarifuddin2764,Gak sabar nunggu yg sama habib umar,1,2025-10-19T11:13:09Z,2025-10-19T11:13:09Z
@coklatmanischannel5296,Semenjak jadi Tentara ya om??,1,2025-10-19T10:20:37Z,2025-10-19T10:20:37Z
@snowball9359,Duhh mana gw pake Wa mod lgi🤣🤣,1,2025-10-19T00:29:44Z,2025-10-19T00:29:44Z
@DeBataks,Polisi Indonesia mempermalukan diri sendiri,1,2025-10-18T23:36:32Z,2025-10-18T23:36:32Z
@aderuhiyat2739,emang dari dulu indonesia gak pernah dukung anak indonesia yang berbakat dan kapan bisa maju kalo tidak bisa mendukung sama sekali😂,1,2025-10-18T20:42:36Z,2025-10-18T20:42:36Z
@Istantoadinugroho,"Hacker yang benar² bisa tidak akan mempublikasikan dirinya sendiri. Logic fact: kalau dia bisa bobol bank dia akan lakukan ngapain teriak² mending kaya sendiri ngapain bagi²?? Kalau dia masih jual data berarti kemampuan dia belum sampai di level itu dan motifnya pasti uang. Analogikan saja ada 3 level: 1 system 2 admin 3 user.. polisi ini level nya di angka 2 admin pengguna sekaligus pengatur system tapi tunduk pada aturan system, sedangkan hacker posisinya itu di system level 1. Hacker adalah system itu sendiri bahkan bisa dia manipulasi yang artinya dia bisa di antara level 1 atau 0 bagaimana mungkin bisa level 2 mengobrak abrik level di atasnya. Logika bodo saja...",1,2025-10-18T15:18:19Z,2025-10-18T15:18:19Z
@cybe5065,*polisi asal tangkap dari bom Bali sampe yg ini hahhahahh*,1,2025-10-18T13:51:36Z,2025-10-18T13:51:36Z
@gak_tau1559,kalo gw bilang bjorka itu temen gw kalian percaya gk?,1,2025-10-18T11:42:43Z,2025-10-18T11:42:43Z
@HACKERS-w2s,ATAU JANGAN-JANGAN ORANG INI ADALAH.....,1,2025-10-18T03:37:02Z,2025-10-18T03:37:02Z
@abdulyusuf3642,udah gk kaget liat kebodohan polisi negri ini wkwkwk,1,2025-10-18T02:35:14Z,2025-10-18T02:35:14Z
@Endangkartiwa-j9o,"Mau dong gua di tuduh jadi bjorka ,,biar gua acak acak itu polisi di rumah gua🤣",1,2025-10-17T20:05:26Z,2025-10-17T20:05:26Z
@miamaryamahworld,Menurutku Bjorka dipandang hebat dimata rakyat indonesia jika mampu mempublikasi data pejabat korup dan bukti korupsinya. Sehingga kita  bisa membasmi korupsi dari negara ini.,2,2025-10-17T19:43:06Z,2025-10-17T19:43:06Z
@hajianu,"coba anda ketik di chat GPT , jika anda seorang detektif, coba analisa kehadiran bjorka dengan isu yang ada


dia  jawab setiap bjorka muncul, ada isu besar yang lagi marak , untuk pengalihan perhatian
lalu ketik lagi apakah serangan bjorka benar2 dari luar atau jangan2 dari dalam,  mengambil data lalu mengupload dengan nama X",1,2025-10-17T18:24:53Z,2025-10-17T18:24:53Z
@UjangUjang-s1t,Cm teroris yg BKIN polisi hancur,0,2025-10-17T18:03:05Z,2025-10-17T18:03:05Z
@Penegakkeadilan0110,"Menit 58:00 seterus bang teguh gak mau sambung lagi, kok lu (om ded)nambahin pelaku koruptor, biasa jadi jalan baru bagi pelaku kriminal buka akses komunikasi",0,2025-10-17T17:22:14Z,2025-10-17T17:22:14Z
@saepulanwar5652,Polisi Konoha nangkep maling motor yg jelas ada rekaman CCTV aja ga bisa so. Soan nangkep hacker.... Kocakkkkkkkk 😊,0,2025-10-17T16:53:43Z,2025-10-17T16:53:43Z
@WakAngg,"01:00:11:44 Setuju kalo sebagian mereka udah bener, baru di bantu",1,2025-10-17T13:25:48Z,2025-10-30T15:17:25Z
@RifkySkuy-p8y,"Bjorka nya ikut podcast dan penjelasan detail permainan nya rapih ilmu nya selangkah lebih pintar dari kemanan, istilah anak2 latihan pertama hacker amatir membobol sistem keamanan indo😂😂",0,2025-10-17T10:51:47Z,2025-10-17T10:51:47Z
@RifkySkuy-p8y,"Saya masih bebas dan masih berkeliaran di masyarakat, Siapa yang anda tanggap? Anak punk😂😂
Menangkap Hacker gak semudah itu",0,2025-10-17T10:06:12Z,2025-10-17T10:06:12Z
@giyus9038,"Tidak segampang itu nangkap bjorka, cari sensasi biar naik pangkat, tidak sekali atau 2 kali polisi salah tangkap,kasus kecil aja sering salah tangkap , apalagi sekelas bjorka",0,2025-10-17T08:44:08Z,2025-10-17T08:45:16Z
@utaa_20,bang aku pernah hack akun epep pake aplikasi termux😹,1,2025-10-17T06:32:42Z,2025-10-17T06:32:42Z
@SelviaIndrawati-r9f,"Kak Deddy, saya request untuk menghadirkan Kuasa Hukum dan Keluarga Kak Arya Daru Pangayunan di podcast kakak 🙏

Terimakasih",1,2025-10-17T05:18:09Z,2025-10-17T05:18:09Z
