author,comment,likes,published_at,updated_at
@georgelhoentong5915,"Prabowo geleng"" melihat video ini,",0,2025-10-07T13:30:16Z,2025-10-07T13:30:16Z
@jimyrafasya345,"Dedyy Dedy, Cepu emang lu😂😂
, bagus si masnya bilang di bawah 20 tahun, ati mas jawaban lu kalau di tanya ciri2 bjorka, investigasi Alus itu, si botak emang di pesan kusus buat nanyain lu",0,2025-10-07T13:29:54Z,2025-10-07T13:29:54Z
@RyanAna-ig5mo,Polisi-polisi.. niat mau cari citra.. tp yg dapet malu😂😂😂,0,2025-10-07T13:29:52Z,2025-10-07T13:29:52Z
@didikmariadi9582,Mancing mania gak jadi dapat😂😂😂,0,2025-10-07T13:29:45Z,2025-10-07T13:29:45Z
@jogotirto3398,"Nangkap silvester aaja gak bejus,  mau nangkap bjorka",0,2025-10-07T13:29:16Z,2025-10-07T13:29:16Z
@rufa413,"Ngga usah ngarep dulu bisa nangkep bjorka, nangkep silfester aja ngga bisa 😂",0,2025-10-07T13:29:17Z,2025-10-07T13:29:17Z
@UmanHaeruman-r1h,MasyaAllah....BJORKA ketahuan...FUFUFAFA ghoib.,1,2025-10-07T13:29:05Z,2025-10-07T13:29:05Z
@LemonteaKosong11,"Bjorka tertangkap, kasus kilang minyak gak ada kabar 😅😅😅, mafia aman tentram",0,2025-10-07T13:27:38Z,2025-10-07T13:27:38Z
@TomBro-b9y,Temenku dipenjara aja bisa main ginian dipenjara malah kaya,0,2025-10-07T13:27:16Z,2025-10-07T13:27:16Z
@AgusReswara,Bayangkan marahnya kapolrii ke anak buahnya dgnkejadian ini...maluu nya luar biasa aja...😅😅😅😅😅,0,2025-10-07T13:27:00Z,2025-10-07T13:27:00Z
@EvanMikail,Pengalihan isu MBG,0,2025-10-07T13:26:50Z,2025-10-07T13:26:50Z
@kamrarara,bjorka : sebat dulu kaleeee😅😅😅,0,2025-10-07T13:26:36Z,2025-10-07T13:26:36Z
@olivian5671,Polisi kan emang gak guna,0,2025-10-07T13:26:35Z,2025-10-07T13:26:35Z
@kentony2759,Yg di tangkap itu pemilik twit opposite 😊 bkn hacker,0,2025-10-07T13:26:17Z,2025-10-07T15:32:59Z
@RG.PujiRaharjo,Data kita di indo pasti bocor...siap siap ditelp org tak dikenal 😂😂,0,2025-10-07T13:26:11Z,2025-10-07T13:26:11Z
@Alboejex,Polri komen dong... klarifikasi nya mana ???,0,2025-10-07T13:25:37Z,2025-10-07T13:25:37Z
@muhammadjonah1408,"HAAAA ""ANAK2 KOMUNITAS KYAK KITA NIH"",HAAAA KITAAAA? 

TOLONG DIPANTAU DIA PAK !!! @CYBERDAMKAR @CYBERPOLPP @CYBERPRAMUKA",0,2025-10-07T13:25:05Z,2025-10-07T13:25:05Z
@ontheclouds3234,"Podcast terakhir sama abang ini seru, jaraknya lama banget ya buat podcast lg 😅",0,2025-10-07T13:24:31Z,2025-10-07T13:24:31Z
@Asep-c4k,"Gua yakin bjorka nonton ini, semoga baca komen gua, plis tolong bobol semua data org yg korupsi semuanya",0,2025-10-07T13:24:27Z,2025-10-07T13:24:27Z
@dangkelrandu,pengalihan isu itu termasuk hoak apa tidak si..,0,2025-10-07T13:24:08Z,2025-10-07T13:24:08Z
@jimyrafasya345,Polis indo tlolll,0,2025-10-07T13:23:44Z,2025-10-07T13:23:44Z
@BrendytirtaPortofolio,"Dah nangkepin yg model penipuan dulu deh, saran aja sih 🙏",0,2025-10-07T13:22:51Z,2025-10-07T13:22:51Z
@zewagames3282,"BJORKA gak perlu diburu, KORUPTOR aja yg diburu.😅😅....
Macam mampu aja maen nangkep2 hacker😂😂",0,2025-10-07T13:22:39Z,2025-10-07T13:22:39Z
@vlogker1899,BJORKA senyum-senyum nonton chanel YT om deddy C. 😂,0,2025-10-07T13:22:32Z,2025-10-07T13:22:32Z
@MalikSaputra-zo5qk,Sepolos itukah polisi indonesia ini😂😂,0,2025-10-07T13:21:35Z,2025-10-07T13:21:35Z
@mpusss_meong,POLISI POLISI 🤣🤣🤣,0,2025-10-07T13:20:50Z,2025-10-07T13:20:50Z
@awalfahri7504,Mantep om ded arah angin pertanyaannya 😅😅😅,0,2025-10-07T13:20:38Z,2025-10-07T13:20:38Z
@heryprast3852,"Film ""The Accountant 2""",0,2025-10-07T13:19:44Z,2025-10-07T13:19:44Z
@Ahmad_DOHC,PAK PRESIDEN KNPAA GA DI REKRUT DAN DI SEMBUNYIIN HACKER2 SEPERTI INI BUAT NGEBONGKAR DATA2 DPR YG SANGAT DI RAHASIAKAN SEPERTI SKRNG !!!,0,2025-10-07T13:19:28Z,2025-10-07T13:19:28Z
@bianarmynet,bjorka = punk wklwkwkkwk,0,2025-10-07T13:19:14Z,2025-10-07T13:19:14Z
@EZ4p1xel,"54:52 GBWhatsApp 🤣
55:42 pake lucky patcher",0,2025-10-07T13:18:56Z,2025-10-07T13:18:56Z
@andreaputra8980,"Jangan Bodoh, gak mungkin Bjorka sendiri. Orang intel juga udah tahu.",0,2025-10-07T13:18:48Z,2025-10-07T13:19:21Z
@Ahmad_DOHC,Emang pemerintah INDONESIA DOANG YG GOBL*K ... Negara lain hacker bisa jadi senjata negara. Tapi di negara ini malah di buru seperti penjahat besar !! Padahal penjahat sebener nya pemerintahan itu sendiri 😂,0,2025-10-07T13:18:43Z,2025-10-07T13:18:43Z
@KarsiIin05,Dari pertama saya gak nyakin,0,2025-10-07T13:18:18Z,2025-10-07T13:18:18Z
@riannugraha5962,Bukan kah motifnya ngalihin isu? 🙂,0,2025-10-07T13:17:24Z,2025-10-07T13:17:24Z
@sabunpeople5411,harus ada yang di tumbal kn 🤼,0,2025-10-07T13:17:10Z,2025-10-07T13:17:10Z
@IchibanGaming-c5k,"Roblox itu adalah salah satu pintu juga untuk belajar programming, dan ada banyak tutorial untuk bikin suatu map di Roblox dengan codingan.",0,2025-10-07T13:17:09Z,2025-10-07T13:17:09Z
@afaris88,"Masih pake metode pas nangkep Pegi alias Perong dlm kasus Vina.
Isilop, isilop 🤣🤣🤣",15,2025-10-07T13:17:00Z,2025-10-07T13:17:00Z
@yuniartdwide3639,Kaka ini Lagiii…seerruuuu😂,0,2025-10-07T13:16:25Z,2025-10-07T13:16:25Z
@aroyreal28,Jgn2.. dia sendiri yg d cari2 wkwkwk,0,2025-10-07T13:15:48Z,2025-10-07T13:15:48Z
@vlogker1899,Berarti patroli Cyber Indonesia kalah canggih sama Bjorka.... Uraaaaaa,0,2025-10-07T13:15:40Z,2025-10-07T13:15:40Z
@trimurjoko8111,"😂😂😂
mau nyari simpati publik+pengalihan isu itu POLISI
biar di kira berprestasi padahal mah belum tentu itu byorka beneran 😂😂😂",0,2025-10-07T13:15:05Z,2025-10-07T13:15:05Z
@darmaps6,Dengan bangganya kami mengumumkan telah menangkap bjorka,0,2025-10-07T13:14:27Z,2025-10-07T13:14:27Z
@Elon_musk77777,"Ngurusin Judol aja gk becus, lah ini kok bisa nangkap hacker?
Pukii",0,2025-10-07T13:14:27Z,2025-10-07T13:14:27Z
@hamzahhiruzen,Seru sih klo film hacker versi Indonesia 😅,0,2025-10-07T13:14:20Z,2025-10-07T13:14:20Z
@iskandrm,nangkep maling aja kagak bisa apalagi nangkep hacker,1,2025-10-07T13:13:50Z,2025-10-07T13:13:50Z
@arekweru,"berapa kali kalimat ""se-simple lu"" terucap 😂",0,2025-10-07T13:13:35Z,2025-10-07T13:13:35Z
@milarosiyanti1482,Jujur si kurang panjang videonya,0,2025-10-07T13:13:09Z,2025-10-07T13:13:09Z
@HilangArah25,3 Tahun jadi buronan dan dengan bangganya mereka bilang sudah menangkapnya.. eeh ternyata... Mending bubarin aja gak sih?,0,2025-10-07T13:13:03Z,2025-10-07T13:13:03Z
@Izzatraveler,Polisi tidur  cocok nya 😂,0,2025-10-07T13:12:58Z,2025-10-07T13:12:58Z
@ravikun27,17:45 ngewakilin omongan rakyat banget wkwkwk,3,2025-10-07T13:12:51Z,2025-10-07T13:12:51Z
@viva_lavida1988,Lulusan SMA dipegangin senjata. Suruh kerja di masalah penegakan hukum dan pelayanan. Giliran di gas Hacker keliatan Oon nya.,2,2025-10-07T13:12:15Z,2025-10-07T13:12:15Z
@arBani6060,Malu GK sih sama kpolisian kita😂😂,0,2025-10-07T13:12:00Z,2025-10-07T13:12:00Z
@gwmurisheehan,Fufufafa aja kagak ketemu,1,2025-10-07T13:11:25Z,2025-10-07T13:11:25Z
@MrA-ui9bi,Dari dulu kita paham kalau polisi kerjanya cuman asal,0,2025-10-07T13:11:16Z,2025-10-07T13:11:16Z
@wendyson0427,hmm,0,2025-10-07T13:11:12Z,2025-10-07T13:11:12Z
@ibnukhazam6441,""" Siapa tau dapet kerjaan ""😹😹😹",0,2025-10-07T13:10:30Z,2025-10-07T13:10:30Z
@NurjanahNurjanah-k1i,wkwkwk polisi,0,2025-10-07T13:09:21Z,2025-10-07T13:09:21Z
@tawitrav,Ngobrolnya kurang dalem bang,0,2025-10-07T13:09:16Z,2025-10-07T13:09:16Z
@exeputra6807,Hadeh. Emng bener udah bubarin aja tuh Polisi. Kalo engga rombak totall. Asu asuu,0,2025-10-07T13:09:04Z,2025-10-07T13:09:04Z
@noah884m11n,"Kasus vina ke 2.
Pecat pak kapolri",0,2025-10-07T13:09:00Z,2025-10-07T13:09:00Z
@HasanB027,"Kira"" polisinya malu gak ya 😂",0,2025-10-07T13:08:58Z,2025-10-07T13:08:58Z
@masbangbung4181,benarkah fufufafa itu adalah wapres konoha? 🤣,0,2025-10-07T13:08:51Z,2025-10-07T13:08:51Z
@Nullbitee,Harusnya klo ada pemenang kompetisi hacker di support pemerintah dan direkrut untuk cyber securty pemerintah !,0,2025-10-07T13:08:26Z,2025-10-07T13:08:26Z
@izayoiarya,malu gua mah,0,2025-10-07T13:07:08Z,2025-10-07T13:07:08Z
@DoelJupri,Polisi cari cuan doank.. otaknya kosong,0,2025-10-07T13:07:00Z,2025-10-07T13:07:00Z
@yohanes2559,"Yg d tangkap aslinya Bjirkah bkn bjorka lagian si coklat cuman kebelet pamer hp ipon kluaran terbaru kek gk tau klakuannya aj, refolusi tuh dri si coklat dulu ini keknya",0,2025-10-07T13:06:23Z,2025-10-07T13:06:23Z
@masihsinau16,"Suka ane kalok bintang tamunya Abang ini,,, ilmu semua omongannya...",0,2025-10-07T13:06:07Z,2025-10-07T13:06:07Z
@Titik_kosonk,Mau bikin film ah.. JUDUL NYA HAUS PRESTASI... 😂😂😂,0,2025-10-07T13:04:49Z,2025-10-07T13:04:49Z
@alfarizi5685,Padahal bjorka yang asli di depan lo om ded 😂,0,2025-10-07T13:04:18Z,2025-10-07T13:04:18Z
@rynrz,"coba hacking sistem bitcoin klo ad yg bisa , di jamin mustahil",0,2025-10-07T13:04:11Z,2025-10-07T13:04:11Z
@joesinaga6150,"Menit 09:03
Saya pernah kerjain penipu seperti itu, lumayan saya dapat 3,4 JT ☕😂
Itu penipuan modus lama, dulu teman saya pernah kena & rugi sampe 16 jt. Jadi saya sudah tau cara antisipasi & counter balik.",1,2025-10-07T13:03:58Z,2025-10-07T13:03:58Z
@ModistaShop-vu4or,"Fufufafa dia bilang bodoh aja, ga perlu hacker buat membongkar nya 😂",1,2025-10-07T13:03:26Z,2025-10-07T13:03:26Z
@adiari4870,"Bjorka,fufufa aja gk bisa ,😂😂😂",0,2025-10-07T13:03:24Z,2025-10-07T13:03:24Z
@KampostProject,"Penangkapan Hacker aja masyarakat ga percaya, gimana nilai institusi negri ini",0,2025-10-07T13:03:07Z,2025-10-07T13:03:07Z
@ojinaksolehooo4233,"Pertama kali gw liat beritanya saja gw langsung tau bahwa yg di tangkap bukan bjorka yg asli,,,dan itu gw yakini 1000% bukan bjorka 😂",0,2025-10-07T13:02:58Z,2025-10-07T13:02:58Z
@fanypamungkas5242,"Polisi.....polisi...ap gak malu y, selalu  bikin hoak terus...apa mereka kira warga indonesia setolol itu...hadehhh",0,2025-10-07T13:02:55Z,2025-10-07T13:02:55Z
@makanketua,"Saking GOBLOKNYA POLISI di Kadalin sama Hacker 😂😂😂😂😂
Pencitraan Aja POLISI KOCAK BISANYA PATROLI AJA JARANG DI PEREMPATAN JALAN AJA UDAH JARANG ADA POLISI 😂😂😂😂😂😂😂😂😂😂😂😂😂",0,2025-10-07T13:02:37Z,2025-10-07T13:04:00Z
@christoivan2320,Kode etik cyber,0,2025-10-07T13:02:30Z,2025-10-07T13:02:30Z
@Adeliafitri271,ini keknya suaranya mr pudidi deh😂,0,2025-10-07T13:02:29Z,2025-10-07T13:02:29Z
@seamajestic1282,"Ngeklaim nangkap bjorka❎
Ngeklaim ngisiing sekebon✅",1,2025-10-07T13:02:08Z,2025-10-07T13:02:08Z
@yogaqyowou4481,"Pencitraan polici indo nangkep hacker bjorka 😂
Wahai rakyat indo pintarlah 
Jgn mau di kadalin aparat satu ini polici
Dikit dikit bayar kok nangkap hacker 
Ngakak guaaaaa


Lekas waras rakyat indo",0,2025-10-07T13:01:58Z,2025-10-07T13:01:58Z
@JunoJuno-x5h1s,"awal mula anak-anak menjadi hackers adalah sakit hati,jadi dia mau menghack orang yang membully atau menolak cintanya.",0,2025-10-07T13:01:55Z,2025-10-07T13:01:55Z
@ekawahyunikrisanti8769,Ahli hacker indo ini hampir semua gak mau direkrut pemerintah krn mugkin komitmen komunitasnya yang melarang masuk,0,2025-10-07T13:01:12Z,2025-10-07T13:01:12Z
@SenjaTenang-p3h,"untung nya database hotel dan panti pijat di Indonesia ngga semuanya online, bisa kelacak semua data cek in pejabat Indonesia 😂",0,2025-10-07T13:00:23Z,2025-10-07T13:00:23Z
@melatiputih12,Geru gembul dan ponpes dibahas dong om ded,0,2025-10-07T13:00:16Z,2025-10-07T13:00:16Z
@paetyo,Muka polisi dikasih bh.,0,2025-10-07T12:59:51Z,2025-10-07T12:59:51Z
@dwiagungnugroho8712,Om kalau mau belajar ada website di sediakan khusus untuk di hack,0,2025-10-07T12:59:23Z,2025-10-07T12:59:23Z
@mucklassariputra5781,Pengalihan kasus apa lgi nih.....,0,2025-10-07T12:59:03Z,2025-10-07T12:59:03Z
@Nasipadangeverywhere,"Udah bener polisi dikembalikan ke bawah TNI. Ga guna,bejat dan ampas bgt kalau mereka berdiri sendiri. 

Begitu hina dan menjijikkan 🤮",0,2025-10-07T12:59:03Z,2025-10-07T12:59:03Z
@jayakesuma8899,BJORKA mirip Robin hood Solusi cepat membuka tabir kasus berat selain team KPK 😅,0,2025-10-07T12:58:51Z,2025-10-07T12:58:51Z
@HiMovee,"pemerintah : Bjorka tertangkap
Bjorka : udah yapping nya?",0,2025-10-07T12:58:32Z,2025-10-07T12:58:32Z
@johan_empu19,Ini mah pengalihan isu revisi aja 🗿,1,2025-10-07T12:58:21Z,2025-10-07T12:58:21Z
@PerkakasLab,"17:52 polisi gk punya prestasi, dan lagi butuh wkwkkwkwkww",0,2025-10-07T12:58:05Z,2025-10-07T12:58:05Z
@fahmizakki9197,Ga sadar dia lg diintrogarasi😂,0,2025-10-07T12:57:39Z,2025-10-07T12:57:39Z
@Seputarpisang,Yang jadi pertanyaan besar saya sekarang *NASIB ANAK TERSEBUT SEKARANG GIMANA* ????,0,2025-10-07T12:57:03Z,2025-10-07T12:57:03Z
@danangitaitu,Lebih percaya hitler mati di garut daripada bjorka ketangkep,0,2025-10-07T12:57:03Z,2025-10-07T12:57:03Z
@juzcomment,"selama pemerintahan isinya para boomer yg rakus duit, ga bakal bener security digital konoha..",0,2025-10-07T12:56:58Z,2025-10-07T12:56:58Z
@jdbdj_store3653,sangat lucu instansi satu ini,0,2025-10-07T12:56:43Z,2025-10-07T12:56:43Z
@irwandekoppa972,"coklat emang agak lain,...",0,2025-10-07T12:56:39Z,2025-10-07T12:56:39Z
@jukenkenji5382,YANG PALING BAHAYA MEKELAR PROYEK TAMBANG JUAL BELI PERIJINAN😂😂😂,0,2025-10-07T12:56:14Z,2025-10-07T12:56:14Z
@Best_Escape,SESIMPEL... SESIMPEL...,0,2025-10-07T12:55:51Z,2025-10-07T12:55:51Z
@rauftiket3228,Seragam coklat seburuk itu di mata masyarakat ya. Emang betul,0,2025-10-07T12:55:46Z,2025-10-07T12:55:46Z
@rezapsody_108,Bang ari kapan mangung lagi,0,2025-10-07T12:55:40Z,2025-10-07T12:55:40Z
@thejoe8471,"Gw gak setuju terkait ucapan dia sbg konsultan penghasilannya cukup, gw bekerja diperusahaan negara sbg IT solution arsitektur gak bgtu cukup untuk sehari-hari penghasilannya udh 2 tahun di sana, dan secara habbit jatuhnya kerja rodi, giliran pulang cepat d pertanyakan giliran lembur di bilang loyalitas haya, ingin cari kerja lain lapangan pekerjaannya gak ada karena bidang baru huff serba salah",1,2025-10-07T12:54:49Z,2025-10-07T12:54:49Z
@ViviYuliantari,"iya bener gua bbrp kali ditelpon penipu dan tau semua data2 gua, syukurnya gua ngeh dr awal. Tapi ada kasus temenku yg kena dan banyak bgt duitny yg diambil",0,2025-10-07T12:54:37Z,2025-10-07T12:54:37Z
@kecapisuling696,ini mungkin sedang memainkan open showw bagaimana sebuah tindakan di lakukan dengan sedikit pancingan...KEMAMPUAN LOE yang JONGKOK di tonton semua,0,2025-10-07T12:54:33Z,2025-10-07T12:54:33Z
@Ericenglise,Polisi emang gabisa kerja dia,0,2025-10-07T12:54:31Z,2025-10-07T12:54:31Z
@Budianto-m5z,Polisi gak niat aja nangkap biorka..masa sih polisi kalah cerdas dan kalah pintar sama anak2 yg gak di didik IT..,0,2025-10-07T12:54:17Z,2025-10-07T12:54:17Z
@VictorSanchez-ei1zz,Dulu sering cari api dari shoudan. Masih sedap 😂,0,2025-10-07T12:53:22Z,2025-10-07T12:53:22Z
@edyandalas1762,"Jangankan yg gak keliatan
Ada yg maling motor
Maling ketangkep & lapor polisi malah di suruh lepas
Kurang kocak apa coba 😂😂",0,2025-10-07T12:53:12Z,2025-10-07T12:53:12Z
@pepemyid,"Sekelas b ngaku bahwa dia b, agak lucu sih. Apalg gonta ganti nama di darknet, ya lucu juga. 😊😊😊",0,2025-10-07T12:53:04Z,2025-10-07T12:53:04Z
@roxychwaaann,INGAT KILANG MINYAK TERBAKAR GUYS,0,2025-10-07T12:52:42Z,2025-10-07T12:52:42Z
@kelilingberkuliner7070,Pak mampir nonton 11❤❤❤❤,0,2025-10-07T12:52:29Z,2025-10-07T12:52:29Z
@fudjester4067,"Setuju terkait hal bahwa POLRI perlu memaparkan hasil penelusuran jejak jaringan/siber tersangka untuk memvalidasi penangkapan tersebut.
Karena saya belum pernah mendengar ada satupun orang/hacker yang bisa secara sepenuhnya meng-enkripsi informasi (asli maupun palsu yang mereka gunakan) saat NETWORK NEGOTIATION atau bisa mem-bypass network negotiation tersebut pada sebagian besar protokol jaringan saat mereka ingin terhubung (itu fakta). Para hacker butuh terhubung untuk hack target mereka, akan tetapi jejak hacker pada jaringan/koneksi dapat juga menjadi penyebab kejatuhan mereka sendiri saat mereka tidak mampu atau tidak punya akses untuk menghapus jejak koneksi yang mereka gunakan, kemudian interpol, ISP (termasuk penyedia jasa VPN), dll bekerja sama untuk menelusuri jejak mereka.",0,2025-10-07T12:52:11Z,2025-10-07T12:52:11Z
@OdiSaya,"Knp kamu gak mau bantu polisi ? 
Lah mereka aja gk bener 😂😂😂",0,2025-10-07T12:51:47Z,2025-10-07T12:51:47Z
@kinoygames2449,Tuh kan... Kan tuh....,0,2025-10-07T12:51:14Z,2025-10-07T12:51:14Z
@jejegaming1007,"Yah intinya mah pemerintah g peduli yg beginian/yg bikin rugiin rakyat, pemerintah lebih peduli korupsi ma proyek2 yg bikin kantong dan keluarga nya  bisa foya foya",0,2025-10-07T12:51:14Z,2025-10-07T12:51:14Z
@auliapoettra3214,Saya sangat yakin..dari aura dan gaya penjabarannya...si narasumber kenal bjorka..cuma gk mau di up aja....🫵🫵🫵🙏🙏🙏🙏...yakin bnget gua,21,2025-10-07T12:50:57Z,2025-10-07T14:17:15Z
@mecto_tohirin,"Gua kalo liat p0l1s1 bawaanya pengen ketawa..
-SAMPAH
-gak ada respect",0,2025-10-07T12:50:26Z,2025-10-07T12:50:26Z
@JoyChrstt,15:05 BINUS MENTIONED,0,2025-10-07T12:49:36Z,2025-10-07T12:49:36Z
@blankspace3795,"Gua penasaran reaksinya si bjorkanya sendiri pas itu berita keluar.. pasti mukanya gak santai wkwkwk 😂

Curanmor ajah jarang ketangkep apalagi hacker!",0,2025-10-07T12:49:25Z,2025-10-07T12:49:25Z
@bjorka709,"Only people who have transacted with me know me, you in the podcast clearly show your poor credibility, you act smart! You act like you understand who I am",1,2025-10-07T12:49:16Z,2025-10-07T12:49:16Z
@XzasZ,"46:10 wkwkkwwk emang bodoh tuh bisa bisanya ngedoxing diri sendiri  
55:20 untuk WA MOD terkhusus fitur hapus pesan itu bukan nambah program tapi ngehapus program buat hapus pesan, atau bisa juga pake source code versi lawas yang dimana belum ada atau belum ditambah fitur hapus pesan ditambah ngefake versionnya. kalo fitur lain yang gada diwhatsapp baru ditambah program baru.",0,2025-10-07T12:48:41Z,2025-10-07T13:08:20Z
@opixxaskar3760,"Aku gak mau komentar banyak"" Takut di anggap bjorka. 😂",0,2025-10-07T12:48:37Z,2025-10-07T12:48:37Z
@DRAGONX-PLOITER,Ada yg aneh dri bjorka nicknamenya baru kedengaran dan lgs viral dgn prepare yg siap bgt siapin foto editan misterius,0,2025-10-07T12:48:33Z,2025-10-07T12:49:16Z
@Alagabus.,bjirkaa,0,2025-10-07T12:48:31Z,2025-10-07T12:48:31Z
@Kocokkindonk60,"Kemarin siapa yg meramal byk bencana di th 2025 ????? ,aaaah salah besarr , yang bener di th 2025 byk komedi 😂😂",0,2025-10-07T12:48:29Z,2025-10-07T12:48:29Z
@PrimulaCalyx,"Bjorka already nongol, bocorin data kepolisian.",0,2025-10-07T12:47:53Z,2025-10-07T12:47:53Z
@molenmancingMM1991,"Kaya tetangga gw nih om, bocah kebutuhan khusus meretas ribuan situs sedunia termasuk kepolisian, di tangkap sama polda dan di penjara beberapa bulan gtu, keren juga punya tetangga kebutuhan khusus tp isi otaknya di luar nalar...😎😎",0,2025-10-07T12:47:25Z,2025-10-07T12:47:25Z
@aroraalmahyra2953,Bagus nih klo bikon sayembara untuk menciduk koruptor😂,0,2025-10-07T12:47:18Z,2025-10-07T12:47:18Z
@JunoJuno-x5h1s,"keamanan data indonesia sudah masuk dalam level paling lemah,karena semua sibuk korupsi,tolong pak prabowo hire anak anak muda yang beneran bisa,ngerti dan paham secara teori dan praktiknya untuk jadi menkomdigi.terus rubah semua sistem server nasional,enkripsi pakai yang terbaik punya amrik.dan juga kartu sim itu diperketat 1 orang hanya boleh 1 sim dan terdaftar secara sidik jadi,ktp,retina,jadi para kriminal gak bisa mengelak lagi.",0,2025-10-07T12:47:05Z,2025-10-07T12:47:05Z
@shiwushi-wu9392,"Gw kaga paham heck, pernah mimpi nge triger phantom override di AI sistem. 
Pas bangun GPT kek lagi introspeksi😂",0,2025-10-07T12:46:58Z,2025-10-07T12:46:58Z
@4amHIST0RY,P : maaf yg kami tangkap kemaren bukan Bj yg asli. dan data kami masih di sebar Bj yg asli.. kalo bisa hacker jangan mencuri 😭,0,2025-10-07T12:46:54Z,2025-10-07T12:46:54Z
@vania584,Anak2 autis beda sama down sindrom .anak2 autis malah mereka rata2 iq nya diatas rata2 kepinteren.,0,2025-10-07T12:46:23Z,2025-10-07T12:46:23Z
@WONGCILIK-c4y,"kalau emg dia jago kenapa polri dan negara ga pakek kyk orang ini?
dan dia selalu beralasan ga mau kerjasama dgn polri
cara dia ngmg kyk meyakinkan banget seperi PRO hacker
pas ditanya dedi definisi orang jago disekeliling lu tu bisa apa? ga ada jawaban 

bingung gw sebagai tukang sayur",0,2025-10-07T12:46:22Z,2025-10-07T12:46:22Z
@AbdiHakamMashur,Minimal polisi tangkap judol baru gw percaya wkwkw,0,2025-10-07T12:46:20Z,2025-10-07T12:46:20Z
@imkarrie5221,Kalian percaya ? 🗿,0,2025-10-07T12:45:57Z,2025-10-07T12:45:57Z
@mahathirzidane1151,Orang jujur sekarang di tangkap 😊,0,2025-10-07T12:45:47Z,2025-10-07T12:45:47Z
@Reskyalam604,"Om ded, podhub gatayang?...🥹",0,2025-10-07T12:44:55Z,2025-10-07T12:44:55Z
@finch23s,"brantas judol aja kga bsa, ngimpi nngkep hacker 😂
udah pling bner nyari duit haram mlah sok²an nngkep hacker,, coklat coklat 😅",0,2025-10-07T12:44:52Z,2025-10-07T12:44:52Z
@indralesmana5720,Lebih Hebat lagi kalo yg di Tangkap itu Bandar Judol dan Beckingannya yg ada di Indonesia...!!! kira2 berani gak 😢,0,2025-10-07T12:44:34Z,2025-10-07T12:44:43Z
@ikobae3307,Gmna mau nangkep biorka ijazah Jokowi aja buru buru netapinnke aslian tanpa di tampilkan ijazah jokowi,0,2025-10-07T12:44:21Z,2025-10-07T12:44:21Z
@ghufrondavidson2953,"Bro Teguh ini memang narasumber yg asik,penjelasannya logic,serius,tpi vibe nya santuy🎉",13,2025-10-07T12:44:01Z,2025-10-07T12:44:01Z
@karffn,Bjorka orang jakarta timur,0,2025-10-07T12:43:59Z,2025-10-07T12:43:59Z
@FeySelena,"menit ke 29 bikin emosih , pemerintah g0bl0x",0,2025-10-07T12:43:50Z,2025-10-07T12:43:50Z
@robirojali3312,Ada nafas tuh di ment 23:17 😮,0,2025-10-07T12:43:37Z,2025-10-07T12:44:20Z
@Keadlyan,"Kalau udh bener, baru gue bantuin polisi. Kelas bang 🔥",0,2025-10-07T12:43:31Z,2025-10-07T12:43:31Z
@PihriPenengahan,Kalau benar sudah sering kejadian Begini salah tangap..perlu revolusi total kepolisian..suka tau tidak ea harus jika Indonesia akan lebih baik,0,2025-10-07T12:43:26Z,2025-10-07T12:43:26Z
@syahrulfikri7872,"nangkap maling motor aja lama,kalo gk viral",0,2025-10-07T12:43:21Z,2025-10-07T12:43:21Z
@wanazizah1568,Fufufafa GIBRAN (BODOH)😆😆😆😆,1,2025-10-07T12:43:13Z,2025-10-07T12:43:13Z
@tedinakmeletup,Pengalihan isu,0,2025-10-07T12:42:51Z,2025-10-07T12:42:51Z
@Ne_tizen,Bjorka itu 2 orang. Umurnya diatas 35 tahunan.,0,2025-10-07T12:42:42Z,2025-10-07T12:42:42Z
@Franzzzz502,18:05 epic moment wkwk,0,2025-10-07T12:42:18Z,2025-10-07T12:42:18Z
@daffraf248,"nah gini lah seru materi podcastnya, Tepe tepe mulu bosen",1,2025-10-07T12:42:07Z,2025-10-07T12:42:07Z
@SafiraInema-k6r,"Anakku umur 17 thn, kelas 1 jurusan PPLG di salah satu SMK terkenal di Indonesia, cita2nya ingin jd ahli cyber security.",17,2025-10-07T12:42:04Z,2025-10-07T12:42:04Z
@Exshoer_Virasat,Kadal..kadal..dasar kadal bunting😂..,0,2025-10-07T12:41:19Z,2025-10-07T12:41:19Z
@dimasandrian7150,HAHAHA!,0,2025-10-07T12:40:27Z,2025-10-07T12:40:27Z
@FISHHEISTBALI,Ngeri ngeri sedep mau comment,0,2025-10-07T12:40:00Z,2025-10-07T12:40:00Z
@Kelelawarmalam666,BJORKA itu 1 kelompok.. Yang dipimpin 1 orang.,0,2025-10-07T12:39:54Z,2025-10-07T12:39:54Z
@HeriSutikno-i7j,Police bangsadddddd,0,2025-10-07T12:39:50Z,2025-10-07T12:39:50Z
@MDServiceJogja,BJIRKAAAAA pak POLLLL nankep anak punk?? bintang brp si yg nangkep :v,0,2025-10-07T12:39:46Z,2025-10-07T12:39:46Z
@afstock,Pertinyiiinnyi kenapa si Abang ini ga di rekrut sama pemerintah ya?,0,2025-10-07T12:39:41Z,2025-10-07T12:39:41Z
